chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
1	36560000	36570000	1	36650000	36660000	255,255,0	239	90.9944	104.094	133.817	127.275	2.45639234487e-28	2.04245257345e-16	3.3700745148e-07	3.400661776e-07	3	36561666	36665000	10540.9255339
1	229690000	229700000	1	229760000	229770000	255,255,0	239	124.239	113.494	117.707	115.001	1.97479731459e-07	2.04245257345e-16	3.24383566491e-16	3.35429786441e-16	5	229699000	229757000	12649.1106407
1	234740000	234750000	1	234900000	234910000	255,255,0	239	127.752	111.969	132.116	94.2424	1.97479731459e-07	2.04245257345e-16	3.3700745148e-07	3.79338374218e-28	1	234745000	234905000	0
22	31480000	31490000	22	31620000	31630000	255,255,0	238	114.99	112.406	130.339	109.87	3.71179605951e-16	3.73722023646e-16	4.91244034739e-07	6.14994970577e-16	2	31485000	31630000	5000.0
19	46020000	46030000	19	46140000	46150000	255,255,0	238	107.717	121.794	152.384	145.669	3.71179605951e-16	3.73722023646e-16	4.91244034739e-07	4.93386074326e-07	3	46015000	46145000	10000.0
18	2930000	2940000	18	3240000	3250000	255,255,0	238	80.1649	72.1023	77.65	115.839	5.62893574767e-28	2.80165397997e-42	8.63020664416e-28	6.14994970577e-16	5	2935000	3243000	12806.2484749
11	1850000	1860000	11	2020000	2030000	255,255,0	238	97.1048	87.2361	98.6935	101.197	3.71179605951e-16	4.32394219024e-28	5.9326246764e-16	6.14994970577e-16	5	1849000	2027000	16124.5154966
11	6550000	6560000	11	6700000	6710000	255,255,0	238	98.9417	111.024	119.111	142.044	3.71179605951e-16	3.73722023646e-16	5.9326246764e-16	4.93386074326e-07	7	6553571	6709285	19430.6721553
11	128040000	128050000	11	128500000	128510000	255,255,0	238	60.8825	71.7634	93.9043	73.8567	4.86597228121e-58	2.80165397997e-42	8.63020664416e-28	6.65015765382e-42	5	128041000	128503000	16124.5154966
10	96940000	96950000	10	97120000	97130000	255,255,0	238	93.3068	90.4242	85.6391	127.15	5.62893574767e-28	4.32394219024e-28	8.63020664416e-28	4.93386074326e-07	1	96945000	97125000	0
9	36630000	36640000	9	36720000	36730000	255,255,0	238	99.9197	99.8439	103.129	115.654	3.71179605951e-16	3.73722023646e-16	5.9326246764e-16	6.14994970577e-16	3	36631666	36731666	7453.559925
7	44280000	44290000	7	44510000	44520000	255,255,0	238	85.1989	101.075	118.253	108.895	5.62893574767e-28	3.73722023646e-16	5.9326246764e-16	6.14994970577e-16	6	44285000	44520000	11180.3398875
6	32980000	32990000	6	33210000	33220000	255,255,0	238	104.109	108.135	125.326	124.211	3.71179605951e-16	3.73722023646e-16	4.91244034739e-07	4.93386074326e-07	3	32975000	33215000	10000.0
6	144260000	144270000	6	144330000	144340000	255,255,0	238	110.89	114.54	125.942	112.244	3.71179605951e-16	3.73722023646e-16	4.91244034739e-07	6.14994970577e-16	1	144265000	144335000	0
5	17220000	17230000	5	17310000	17320000	255,255,0	238	108.454	97.1324	142.995	105.469	3.71179605951e-16	3.73722023646e-16	4.91244034739e-07	6.14994970577e-16	2	17225000	17320000	5000.0
3	185700000	185710000	3	186250000	186260000	255,255,0	238	56.1452	73.4741	90.2135	85.3945	4.86597228121e-58	2.80165397997e-42	8.63020664416e-28	8.68256214411e-28	5	185699000	186263000	12649.1106407
2	73310000	73320000	2	73380000	73390000	255,255,0	238	113.629	125.478	137.001	142.876	3.71179605951e-16	3.50875257718e-07	4.91244034739e-07	4.93386074326e-07	6	73311666	73393333	15723.3018868
2	136670000	136680000	2	136870000	136880000	255,255,0	238	108.803	99.3425	115.015	122.845	3.71179605951e-16	3.73722023646e-16	5.9326246764e-16	4.93386074326e-07	3	136675000	136885000	10000.0
2	237250000	237260000	2	237980000	237990000	255,255,0	238	73.4457	60.6252	81.3613	73.156	3.88916471389e-42	2.00497143088e-58	8.63020664416e-28	6.65015765382e-42	9	237255000	237975000	14142.1356237
1	20840000	20850000	1	20960000	20970000	255,255,0	238	89.5834	76.3366	90.7831	84.7388	5.62893574767e-28	2.80165397997e-42	8.63020664416e-28	8.68256214411e-28	9	20846111	20968333	16703.6626426
1	117280000	117290000	1	117590000	117600000	255,255,0	238	86.2284	90.3313	95.2797	115.398	5.62893574767e-28	4.32394219024e-28	8.63020664416e-28	6.14994970577e-16	7	117275000	117597857	12857.1428571
1	171500000	171510000	1	171550000	171560000	255,255,0	238	113.362	135.864	133.012	147.021	3.71179605951e-16	3.50875257718e-07	4.91244034739e-07	4.93386074326e-07	3	171498333	171551666	7453.55992499
1	222630000	222640000	1	222800000	222810000	255,255,0	238	74.189	60.2849	77.4141	83.9114	3.88916471389e-42	2.00497143088e-58	8.63020664416e-28	8.68256214411e-28	6	222640000	222805000	11180.3398875
1	246650000	246660000	1	246860000	246870000	255,255,0	238	93.1182	85.9129	109.195	90.0531	5.62893574767e-28	4.32394219024e-28	5.9326246764e-16	8.68256214411e-28	5	246663000	246861000	12649.1106407
X	11550000	11560000	X	11740000	11750000	255,255,0	238	85.9214	88.0664	151.575	82.3752	5.62893574767e-28	4.32394219024e-28	4.91244034739e-07	8.68256214411e-28	1	11555000	11745000	0
X	13110000	13120000	X	13270000	13280000	255,255,0	238	119.98	111.047	128.697	125.906	3.71179605951e-16	3.73722023646e-16	4.91244034739e-07	4.93386074326e-07	3	13111666	13278333	7453.559925
22	20140000	20150000	22	20270000	20280000	255,255,0	237	76.5572	72.2778	97.4291	81.3754	1.1120108507e-41	7.95867558156e-42	1.07436075998e-15	1.98729268808e-27	6	20143333	20266666	11785.1130198
17	76850000	76860000	17	76960000	76970000	255,255,0	237	123.046	116.257	136.523	139.82	4.16717153902e-07	6.83294206649e-16	7.13014766896e-07	7.21061292319e-07	6	76855000	76970000	11180.3398875
15	67750000	67760000	15	68120000	68130000	255,255,0	237	88.979	68.0118	70.9826	103.406	1.28561485027e-27	7.95867558156e-42	1.97308416008e-41	1.11607517743e-15	6	67753333	68126666	11785.1130198
15	78250000	78260000	15	78530000	78540000	255,255,0	237	105.498	96.2641	124.808	108.456	6.71984424831e-16	9.9316262081e-28	7.13014766896e-07	1.11607517743e-15	4	78257500	78522500	17677.6695297
14	31450000	31460000	14	31540000	31550000	255,255,0	237	91.6661	106.537	127.959	120.603	1.28561485027e-27	6.83294206649e-16	7.13014766896e-07	1.11607517743e-15	6	31450000	31555000	11180.3398875
14	59590000	59600000	14	59900000	59910000	255,255,0	237	61.0332	64.448	82.0716	76.131	1.70246604081e-57	7.95867558156e-42	1.98847812252e-27	1.89591900838e-41	9	59593888	59908333	16703.6626426
14	76510000	76520000	14	76810000	76820000	255,255,0	237	85.7075	100.622	142.5	108.27	1.28561485027e-27	6.83294206649e-16	7.13014766896e-07	1.11607517743e-15	1	76515000	76815000	0
10	75640000	75650000	10	75840000	75850000	255,255,0	237	108.545	109.312	121.704	131.598	6.71984424831e-16	6.83294206649e-16	1.07436075998e-15	7.21061292319e-07	7	75650714	75852142	19219.4629244
10	92760000	92770000	10	93000000	93010000	255,255,0	237	97.3801	114.384	134.66	150.571	6.71984424831e-16	6.83294206649e-16	7.13014766896e-07	7.21061292319e-07	3	92761666	93008333	7453.559925
9	117440000	117450000	9	117770000	117780000	255,255,0	237	65.8466	59.4922	68.2328	79.8195	1.1120108507e-41	7.26826676255e-58	1.97308416008e-41	1.98729268808e-27	7	117443571	117779285	19430.6721553
8	90730000	90740000	8	90850000	90860000	255,255,0	237	121.677	99.2946	114.198	111.619	6.71984424831e-16	6.83294206649e-16	1.07436075998e-15	1.11607517743e-15	5	90739000	90853000	12649.1106407
5	114640000	114650000	5	114920000	114930000	255,255,0	237	65.7613	59.3926	88.7581	67.4375	1.1120108507e-41	7.26826676255e-58	1.98847812252e-27	1.89591900838e-41	4	114645000	114917500	10307.764064
3	183180000	183190000	3	183480000	183490000	255,255,0	237	77.6928	74.6386	101.651	85.1495	1.28561485027e-27	7.95867558156e-42	1.07436075998e-15	1.98729268808e-27	4	183187500	183485000	10307.764064
2	172560000	172570000	2	172970000	172980000	255,255,0	237	66.4011	67.5614	76.9152	88.5302	1.1120108507e-41	7.95867558156e-42	1.97308416008e-41	1.98729268808e-27	9	172562777	172973888	21227.7479717
17	74520000	74530000	17	74610000	74620000	255,255,0	236	111.339	111.435	131.346	120.223	1.22441410043e-15	1.24721531033e-15	1.03131594994e-06	2.03172421839e-15	4	74520000	74620000	7071.06781187
13	34120000	34130000	13	34290000	34300000	255,255,0	236	93.922	82.4546	106.578	91.6299	2.93778847897e-27	2.27283672514e-27	1.94735523932e-15	4.53268424106e-27	5	34121000	34297000	12649.1106407
12	56130000	56140000	12	56420000	56430000	255,255,0	236	104.367	92.7151	127.692	94.5334	1.22441410043e-15	2.27283672514e-27	1.03131594994e-06	4.53268424106e-27	3	56131666	56428333	7453.559925
11	2050000	2060000	11	2170000	2180000	255,255,0	236	67.141	66.4173	74.334	78.9673	3.16975439557e-41	2.27659544897e-41	5.60163144774e-41	4.53268424106e-27	5	2057000	2171000	12649.1106407
11	22690000	22700000	11	22800000	22810000	255,255,0	236	87.6726	95.776	120.211	111.983	2.93778847897e-27	2.27283672514e-27	1.94735523932e-15	2.03172421839e-15	3	22691666	22805000	12018.5042515
10	13410000	13420000	10	13480000	13490000	255,255,0	236	118.675	116.119	141.767	114.631	1.22441410043e-15	1.24721531033e-15	1.03131594994e-06	2.03172421839e-15	2	13415000	13480000	5000.0
6	41330000	41340000	6	41560000	41570000	255,255,0	236	93.9237	92.5579	98.7969	108.84	2.93778847897e-27	2.27283672514e-27	1.94735523932e-15	2.03172421839e-15	2	41335000	41560000	5000.0
6	83930000	83940000	6	84220000	84230000	255,255,0	236	51.1488	46.5454	57.5016	60.0983	5.34277457869e-57	1.3748899428e-74	6.01311263992e-57	8.61237671961e-57	11	83933181	84226818	18272.5011293
6	108860000	108870000	6	109150000	109160000	255,255,0	236	67.4256	64.3703	113.369	55.8768	3.16975439557e-41	2.27659544897e-41	1.94735523932e-15	8.61237671961e-57	2	108865000	109160000	5000.0
4	6710000	6720000	4	7070000	7080000	255,255,0	236	97.4079	99.2022	114.323	123.606	1.22441410043e-15	1.24721531033e-15	1.94735523932e-15	1.04608851992e-06	4	6725000	7080000	11180.3398875
3	32550000	32560000	3	32700000	32710000	255,255,0	236	51.0287	55.5384	70.7079	63.0943	5.34277457869e-57	2.6256719042e-57	5.60163144774e-41	5.3895989386e-41	8	32551250	32707500	18582.5859341
2	200840000	200850000	2	201330000	201340000	255,255,0	236	59.6352	70.861	102.99	76.9159	5.34277457869e-57	2.27659544897e-41	1.94735523932e-15	5.3895989386e-41	7	200845000	201342142	12857.1428571
1	149930000	149940000	1	150140000	150150000	255,255,0	236	81.9712	107.543	115.471	131.352	2.93778847897e-27	1.24721531033e-15	1.94735523932e-15	1.04608851992e-06	2	149935000	150150000	5000.0
X	47690000	47700000	X	47880000	47890000	255,255,0	236	50.0231	43.9643	50.4637	58.8105	5.34277457869e-57	1.3748899428e-74	6.01311263992e-57	8.61237671961e-57	4	47700000	47885000	15000.0
17	77090000	77100000	17	77390000	77400000	255,255,0	235	112.77	118.471	124.154	152.564	2.22125778116e-15	2.26189053484e-15	1.48762041184e-06	1.50798933229e-06	5	77087000	77391000	12649.1106407
16	19610000	19620000	16	19890000	19900000	255,255,0	235	61.0122	63.1253	62.6668	112.224	1.87696863738e-56	6.58259711074e-41	1.62346851208e-40	3.66177047963e-15	6	19601666	19898333	16996.731712
12	90150000	90160000	12	90250000	90260000	255,255,0	235	112.867	122.694	128.49	138.882	2.22125778116e-15	1.0685667551e-06	1.48762041184e-06	1.50798933229e-06	1	90155000	90255000	0
10	73140000	73150000	10	73330000	73340000	255,255,0	235	109.333	123.934	124.522	141.336	2.22125778116e-15	1.0685667551e-06	1.48762041184e-06	1.50798933229e-06	3	73148333	73328333	7453.559925
22	17390000	17400000	22	17530000	17540000	255,255,0	234	74.6633	62.0558	75.9623	71.6403	2.53557319676e-40	1.85238822991e-40	4.57825839772e-40	4.46161223841e-40	8	17407500	17537500	17677.6695297
18	3450000	3460000	18	3580000	3590000	255,255,0	234	99.1388	100.455	108.283	119.252	3.99237431152e-15	4.09471606034e-15	6.32448535282e-15	6.60385579727e-15	4	3450000	3595000	11180.3398875
18	44620000	44630000	18	44730000	44740000	255,255,0	234	94.3737	83.9594	89.4666	91.5272	1.51732117566e-26	1.17005427308e-26	2.33428202008e-26	2.33993844144e-26	4	44630000	44730000	7071.06781187
14	50100000	50110000	14	50230000	50240000	255,255,0	234	104.66	103.571	120.593	129.714	3.99237431152e-15	4.09471606034e-15	6.32448535282e-15	2.16693265273e-06	2	50105000	50240000	5000.0
14	61920000	61930000	14	62300000	62310000	255,255,0	234	75.3957	60.1669	81.3013	68.5034	2.53557319676e-40	3.47604650958e-56	2.33428202008e-26	4.46161223841e-40	9	61929444	62302777	18324.9138916
14	68860000	68870000	14	69280000	69290000	255,255,0	234	120.285	108.368	110.031	139.482	3.99237431152e-15	4.09471606034e-15	6.32448535282e-15	2.16693265273e-06	5	68859000	69267000	22803.508502
14	75770000	75780000	14	75920000	75930000	255,255,0	234	119.197	105.29	142.68	107.227	3.99237431152e-15	4.09471606034e-15	2.13812366909e-06	6.60385579727e-15	2	75775000	75920000	5000.0
11	116660000	116670000	11	116970000	116980000	255,255,0	234	70.1616	96.9336	101.871	127.758	2.53557319676e-40	1.17005427308e-26	6.32448535282e-15	2.16693265273e-06	3	116655000	116975000	10000.0
9	100470000	100480000	9	100660000	100670000	255,255,0	234	88.8342	77.0935	104.112	88.2121	1.51732117566e-26	1.85238822991e-40	6.32448535282e-15	2.33993844144e-26	7	100472142	100663571	15452.3626091
4	38180000	38190000	4	38730000	38740000	255,255,0	234	106.163	88.0686	122.529	98.8688	3.99237431152e-15	1.17005427308e-26	2.13812366909e-06	6.60385579727e-15	5	38183000	38739000	12649.1106407
2	240990000	241000000	2	241080000	241090000	255,255,0	234	91.436	91.8592	101.221	110.294	1.51732117566e-26	1.17005427308e-26	6.32448535282e-15	6.60385579727e-15	4	241002500	241077500	12747.548784
1	94090000	94100000	1	94280000	94290000	255,255,0	234	66.2476	65.9943	80.4847	81.2727	2.53557319676e-40	1.85238822991e-40	2.33428202008e-26	2.33993844144e-26	11	94094090	94289545	18916.9564061
1	225660000	225670000	1	226090000	226100000	255,255,0	234	72.4941	90.083	122.518	98.719	2.53557319676e-40	1.17005427308e-26	2.13812366909e-06	6.60385579727e-15	2	225665000	226100000	5000.0
21	35810000	35820000	21	36000000	36010000	255,255,0	233	117.997	112.396	125.025	133.91	7.15897407769e-15	7.38894623312e-15	3.07325427017e-06	3.10371706544e-06	2	35820000	36005000	5000.0
12	68750000	68760000	12	69010000	69020000	255,255,0	233	106.356	119.885	146.46	120.056	7.15897407769e-15	7.38894623312e-15	3.07325427017e-06	1.18068059493e-14	5	68759000	69017000	18439.0889146
11	61240000	61250000	11	61400000	61410000	255,255,0	233	111.992	109.126	122.725	125.334	7.15897407769e-15	7.38894623312e-15	3.07325427017e-06	3.10371706544e-06	3	61248333	61401666	7453.559925
10	69450000	69460000	10	69530000	69540000	255,255,0	233	73.8809	79.4106	82.1978	109.063	7.03541228866e-40	2.62876942697e-26	5.13110322429e-26	1.18068059493e-14	6	69453333	69538333	21921.5773966
9	117250000	117260000	9	117410000	117420000	255,255,0	233	83.4044	91.6407	98.9249	126.348	3.40427371867e-26	2.62876942697e-26	1.13315363799e-14	3.10371706544e-06	3	117251666	117411666	7453.559925
9	133320000	133330000	9	133550000	133560000	255,255,0	233	97.4781	78.6491	84.0822	110.817	7.15897407769e-15	2.62876942697e-26	5.13110322429e-26	1.18068059493e-14	9	133335000	133555000	14142.1356237
6	13910000	13920000	6	14060000	14070000	255,255,0	233	99.9311	90.5897	107.737	101.533	7.15897407769e-15	2.62876942697e-26	1.13315363799e-14	1.18068059493e-14	7	13910714	14059285	16720.9998725
5	131860000	131870000	5	132150000	132160000	255,255,0	233	99.0215	93.1952	104.376	111.252	7.15897407769e-15	2.62876942697e-26	1.13315363799e-14	1.18068059493e-14	2	131865000	132160000	5000.0
5	139740000	139750000	5	140010000	140020000	255,255,0	233	109.684	117.642	132.752	126.686	7.15897407769e-15	7.38894623312e-15	3.07325427017e-06	3.10371706544e-06	4	139750000	140015000	11180.3398875
4	26320000	26330000	4	26410000	26420000	255,255,0	233	121.174	99.9672	99.3626	110.2	7.15897407769e-15	7.38894623312e-15	1.13315363799e-14	1.18068059493e-14	6	26336666	26405000	15365.9074288
4	89290000	89300000	4	89430000	89440000	255,255,0	233	104.676	91.1386	112.462	104.855	7.15897407769e-15	2.62876942697e-26	1.13315363799e-14	1.18068059493e-14	4	89292500	89435000	10307.764064
3	4750000	4760000	3	5020000	5030000	255,255,0	233	91.3218	105.319	138.598	121.928	3.40427371867e-26	7.38894623312e-15	3.07325427017e-06	1.18068059493e-14	2	4755000	5020000	5000.0
1	109800000	109810000	1	110070000	110080000	255,255,0	233	102.291	97.0853	119.964	110.792	7.15897407769e-15	7.38894623312e-15	1.13315363799e-14	1.18068059493e-14	7	109812142	110073571	17202.2779697
1	167030000	167040000	1	167410000	167420000	255,255,0	233	70.5988	66.2771	85.5216	78.1699	7.03541228866e-40	5.12982857777e-40	5.13110322429e-26	5.24835033368e-26	3	167038333	167408333	7453.55992499
1	181150000	181160000	1	181390000	181400000	255,255,0	233	88.7698	68.6411	91.091	80.7666	3.40427371867e-26	5.12982857777e-40	5.13110322429e-26	5.24835033368e-26	11	181160454	181391363	16983.2197202
X	106900000	106910000	X	107010000	107020000	255,255,0	233	73.4825	72.0558	112.811	81.5668	7.03541228866e-40	5.12982857777e-40	1.13315363799e-14	5.24835033368e-26	7	106900714	107022142	15971.914125
22	17650000	17660000	22	17980000	17990000	255,255,0	232	89.5578	83.7877	96.5235	106.551	7.5985178048e-26	5.85236663941e-26	1.14137965481e-25	2.10558073267e-14	9	17666111	17978333	23120.7244963
16	75680000	75690000	16	75790000	75800000	255,255,0	232	87.169	76.787	63.9727	109.044	7.5985178048e-26	1.4417411726e-39	3.64662617816e-39	2.10558073267e-14	3	75688333	75795000	12018.5042515
16	88880000	88890000	16	89230000	89240000	255,255,0	232	86.294	92.8104	107.423	106.785	7.5985178048e-26	5.85236663941e-26	2.01172822368e-14	2.10558073267e-14	4	88885000	89227500	16007.8105936
15	34350000	34360000	15	34500000	34510000	255,255,0	232	86.6507	81.3431	84.2716	124.228	7.5985178048e-26	5.85236663941e-26	1.14137965481e-25	4.4291918493e-06	1	34355000	34505000	0
11	19580000	19590000	11	19920000	19930000	255,255,0	232	55.1466	47.0349	59.2876	54.7501	8.04111179742e-55	5.70309579704e-72	9.47135648116e-55	1.33066762432e-54	7	19586428	19920714	15779.0871674
9	77390000	77400000	9	77610000	77620000	255,255,0	232	62.4976	64.5393	97.1365	67.8359	1.9695692471e-39	1.4417411726e-39	2.01172822368e-14	3.48393557759e-39	6	77393333	77616666	11785.1130198
9	134630000	134640000	9	135120000	135130000	255,255,0	232	99.817	58.3935	84.44	61.2479	1.27755882096e-14	4.41810049415e-55	1.14137965481e-25	1.33066762432e-54	10	134642000	135119000	26925.8240357
7	105400000	105410000	7	105680000	105690000	255,255,0	232	90.6629	93.4531	110.966	108.183	7.5985178048e-26	5.85236663941e-26	2.01172822368e-14	2.10558073267e-14	6	105401666	105670000	16414.763003
6	109500000	109510000	6	109700000	109710000	255,255,0	232	72.0158	75.7627	97.4288	75.9268	1.9695692471e-39	1.4417411726e-39	2.01172822368e-14	3.48393557759e-39	5	109507000	109711000	12649.1106407
6	132620000	132630000	6	132800000	132810000	255,255,0	232	64.8654	63.2937	79.9387	80.596	1.9695692471e-39	1.4417411726e-39	1.14137965481e-25	1.17319777275e-25	12	132613333	132801666	20344.2593596
3	193500000	193510000	3	194030000	194040000	255,255,0	232	80.8044	80.9838	97.203	93.7074	7.5985178048e-26	5.85236663941e-26	2.01172822368e-14	1.17319777275e-25	5	193503000	194031000	12649.1106407
2	71090000	71100000	2	71140000	71150000	255,255,0	232	102.873	123.792	134.338	111.503	1.27755882096e-14	3.14832918078e-06	4.37519375371e-06	2.10558073267e-14	4	71092500	71162500	17677.6695297
1	92940000	92950000	1	93060000	93070000	255,255,0	232	110.826	111.28	122.888	136.224	1.27755882096e-14	1.32649360454e-14	4.37519375371e-06	4.4291918493e-06	8	92941250	93061250	28777.1610831
X	53340000	53350000	X	53460000	53470000	255,255,0	232	83.5359	90.6993	108.411	93.9926	7.5985178048e-26	5.85236663941e-26	2.01172822368e-14	1.17319777275e-25	5	53345000	53477000	18000.0
20	55660000	55670000	20	55910000	55920000	255,255,0	231	66.177	53.7893	62.1809	73.884	5.38068643433e-39	1.53040949485e-54	9.87189487739e-39	9.94299313568e-39	8	55663750	55916250	14252.1928137
20	58170000	58180000	20	58320000	58330000	255,255,0	231	76.2435	75.3146	88.7487	89.4156	5.38068643433e-39	4.02176868058e-39	2.53772298177e-25	2.606271167e-25	6	58173333	58323333	11785.1130198
19	47030000	47040000	19	47160000	47170000	255,255,0	231	91.588	94.0715	122.004	106.811	1.7019661274e-25	1.30945616361e-25	6.18233331263e-06	3.73799495963e-14	3	47038333	47168333	7453.559925
17	62220000	62230000	17	62340000	62350000	255,255,0	231	125.638	112.274	115.553	127.379	3.55306126455e-06	2.37798536775e-14	3.60163707377e-14	6.31985597059e-06	7	62229285	62355000	18626.2925863
15	99630000	99640000	15	99750000	99760000	255,255,0	231	103.093	88.9081	96.362	111.772	2.28598704787e-14	1.30945616361e-25	2.53772298177e-25	3.73799495963e-14	7	99643571	99755000	15185.9225896
14	104030000	104040000	14	104140000	104150000	255,255,0	231	97.5664	97.7801	115.16	114.421	2.28598704787e-14	2.37798536775e-14	3.60163707377e-14	3.73799495963e-14	4	104040000	104150000	7071.06781187
12	93960000	93970000	12	94490000	94500000	255,255,0	231	74.0384	74.3075	73.7712	111.021	5.38068643433e-39	4.02176868058e-39	9.87189487739e-39	3.73799495963e-14	1	93965000	94495000	0
11	14310000	14320000	11	14470000	14480000	255,255,0	231	72.8096	79.9542	122.935	77.6127	5.38068643433e-39	1.30945616361e-25	6.18233331263e-06	2.606271167e-25	6	14320000	14478333	15365.9074288
9	35950000	35960000	9	36020000	36030000	255,255,0	231	92.1447	96.6019	99.4845	103.889	1.7019661274e-25	1.30945616361e-25	3.60163707377e-14	3.73799495963e-14	4	35955000	36022500	10307.764064
9	79060000	79070000	9	79270000	79280000	255,255,0	231	75.5901	82.0398	103.277	95.7734	5.38068643433e-39	1.30945616361e-25	3.60163707377e-14	2.606271167e-25	6	79070000	79271666	15365.9074288
6	36090000	36100000	6	36320000	36330000	255,255,0	231	86.2828	85.5922	106.732	97.5795	1.7019661274e-25	1.30945616361e-25	3.60163707377e-14	3.73799495963e-14	3	36091666	36328333	7453.559925
5	10280000	10290000	5	10410000	10420000	255,255,0	231	99.2083	101.197	127.189	108.96	2.28598704787e-14	2.37798536775e-14	6.18233331263e-06	3.73799495963e-14	4	10277500	10415000	16007.8105936
4	1240000	1250000	4	1340000	1350000	255,255,0	231	117.796	103.296	102.918	133.66	2.28598704787e-14	2.37798536775e-14	3.60163707377e-14	6.31985597059e-06	2	1245000	1340000	5000.0
4	54770000	54780000	4	55090000	55100000	255,255,0	231	88.2363	69.5207	73.6165	84.0282	1.7019661274e-25	4.02176868058e-39	9.87189487739e-39	2.606271167e-25	10	54786000	55093000	20124.6117975
1	174740000	174750000	1	174950000	174960000	255,255,0	231	93.0275	73.2313	91.1598	94.0368	1.7019661274e-25	4.02176868058e-39	2.53772298177e-25	2.606271167e-25	9	174748333	174957222	18392.161508
X	13110000	13120000	X	13500000	13510000	255,255,0	231	68.0926	51.2989	57.1512	82.5287	5.38068643433e-39	1.53040949485e-54	3.26699906119e-54	2.606271167e-25	7	13116428	13503571	18626.2925863
21	46970000	46980000	21	47240000	47250000	255,255,0	230	88.3649	82.5445	94.2543	104.995	3.7914104913e-25	2.9111329541e-25	5.63786299607e-25	6.63664610562e-14	5	46977000	47239000	12649.1106407
16	67910000	67920000	16	68070000	68080000	255,255,0	230	91.9988	106.223	103.79	138.798	3.7914104913e-25	4.23317212215e-14	6.38269121859e-14	8.92940717998e-06	1	67915000	68075000	0
14	35140000	35150000	14	35190000	35200000	255,255,0	230	103.254	112.317	109.754	113.217	4.06058964264e-14	4.23317212215e-14	6.38269121859e-14	6.63664610562e-14	3	35138333	35198333	7453.559925
8	135720000	135730000	8	135840000	135850000	255,255,0	230	91.4327	93.1133	115.541	90.823	3.7914104913e-25	2.9111329541e-25	6.38269121859e-14	5.83300746459e-25	6	135718333	135840000	17400.5108482
5	141070000	141080000	5	141330000	141340000	255,255,0	230	88.9381	94.9112	117.997	106.742	3.7914104913e-25	2.9111329541e-25	6.38269121859e-14	6.63664610562e-14	5	141077000	141339000	12649.1106407
4	1740000	1750000	4	1900000	1910000	255,255,0	230	99.5559	105.466	123.543	109.609	4.06058964264e-14	4.23317212215e-14	8.75066302796e-06	6.63664610562e-14	2	1740000	1905000	5000.0
4	169930000	169940000	4	170400000	170410000	255,255,0	230	93.8686	110.027	119.372	128.052	3.7914104913e-25	4.23317212215e-14	6.38269121859e-14	8.92940717998e-06	4	169940000	170410000	7071.06781187
3	72710000	72720000	3	72870000	72880000	255,255,0	230	91.8139	84.0724	93.6622	92.9799	3.7914104913e-25	2.9111329541e-25	5.63786299607e-25	5.83300746459e-25	6	72721666	72871666	14907.11985
2	213880000	213890000	2	214010000	214020000	255,255,0	230	99.0221	86.0918	95.2156	98.2712	4.06058964264e-14	2.9111329541e-25	5.63786299607e-25	6.63664610562e-14	3	213881666	214011666	7453.55992499
2	232780000	232790000	2	233180000	233190000	255,255,0	230	82.2858	87.6466	115.644	88.9399	3.7914104913e-25	2.9111329541e-25	6.38269121859e-14	5.83300746459e-25	7	232777857	233189285	17670.4526812
1	25170000	25180000	1	25530000	25540000	255,255,0	230	101.049	69.3017	88.2967	82.8873	4.06058964264e-14	1.14542963342e-38	5.63786299607e-25	5.83300746459e-25	6	25181666	25531666	14907.11985
1	172710000	172720000	1	173170000	173180000	255,255,0	230	66.3064	56.6701	76.0221	67.4052	1.52095432243e-38	5.47001697582e-54	2.8059091085e-38	2.79727957977e-38	7	172715000	173172142	12857.1428571
20	33120000	33130000	20	33290000	33300000	255,255,0	229	116.014	112.096	126.62	117.323	7.18917779029e-14	7.45762274711e-14	1.22531146669e-05	1.17063806485e-13	2	33120000	33295000	5000.0
15	73920000	73930000	15	73990000	74000000	255,255,0	229	119.287	111.794	98.4455	128.072	7.18917779029e-14	7.45762274711e-14	1.12494788402e-13	1.24850599971e-05	2	73930000	73990000	7071.06781187
14	20790000	20800000	14	21070000	21080000	255,255,0	229	51.728	56.8796	66.2832	70.9318	3.57165295936e-53	1.92529140984e-53	7.78605605159e-38	7.76211016031e-38	9	20799444	21082777	19782.7709053
13	41640000	41650000	13	41790000	41800000	255,255,0	229	88.1621	80.5674	91.2311	96.5633	8.35951536244e-25	6.52522006781e-25	1.26086896995e-24	1.28326906231e-24	7	41647857	41796428	21618.2085006
12	15740000	15750000	12	16000000	16010000	255,255,0	229	73.9391	74.7633	95.5766	86.0185	4.30375730881e-38	3.19708181919e-38	1.26086896995e-24	1.28326906231e-24	7	15745000	16006428	21092.6043718
12	27170000	27180000	12	27450000	27460000	255,255,0	229	83.9681	82.3589	98.4176	102.177	8.35951536244e-25	6.52522006781e-25	1.12494788402e-13	1.17063806485e-13	8	27178750	27456250	19121.323176
12	132990000	133000000	12	133130000	133140000	255,255,0	229	93.9051	103.269	152.319	98.528	8.35951536244e-25	7.45762274711e-14	1.22531146669e-05	1.17063806485e-13	6	132995000	133101666	33333.3333333
